"name","author","narrator","releasedate","language","hours","mins","total_time_mins","price","avg_rating","max_rating","nr_of_ratings"
Dawn and the Big Sleepover,Ann M. Martin,Stephanie Einstein,"2019-08-13",English,3,3,183,333.00,,5,"0"
Mary Anne Misses Logan,Ann M. Martin,Emily Bauer,"2019-08-13",English,3,10,190,333.00,,5,"0"
Jessi and the Dance School Phantom,Ann M. Martin,Bahni Turpin,"2019-08-13",English,3,53,233,333.00,,5,"0"
Stacey's Emergency,Ann M. Martin,Erin Moon,"2019-08-13",English,3,7,187,333.00,,5,"0"
Claudia and the Middle School Mystery,Ann M. Martin,Ali Ahn,"2019-08-13",English,2,40,160,333.00,,5,"0"
Jessi's Wish,Ann M. Martin,Bahni Turpin,"2019-08-13",English,3,9,189,333.00,,5,"0"
Kristy and the Baby Parade,Ann M. Martin,Brittany Pressley,"2019-08-13",English,2,29,149,333.00,,5,"0"
Mary Anne vs. Logan,Ann M. Martin,Emily Bauer,"2019-08-13",English,3,4,184,333.00,,5,"0"
Az ellopott futár,RejtőJenő,Kovács Patricia,"2019-04-25",Hungarian,7,15,435,501.00,,5,"0"
A Sárga Garnizon,RejtőJenő,Reviczky Gábor,"2019-04-25",Hungarian,3,29,209,367.00,,5,"0"
A Néma Revolverek Városa,RejtőJenő,Rudolf Péter,"2019-04-25",Hungarian,6,26,386,468.00,,5,"0"
A szőke ciklon,RejtőJenő,Kovács Patricia,"2019-04-25",Hungarian,7,12,432,501.00,,5,"0"
A tizennégy karátos autó,RejtőJenő,Rudolf Péter,"2019-04-25",Hungarian,6,57,417,468.00,,5,"0"
Retfærdighedens Engel,Bodil El Jørgensen,Karen Linnebjerg Abrahamsen,"2019-04-18",Danish,2,41,161,367.00,,5,"0"
Beskytteren,Bodil El Jørgensen,Karen Linnebjerg Abrahamsen,"2019-04-18",Danish,2,29,149,367.00,,5,"0"
Tredje time efter midnat,Bodil El Jørgensen,Karen Linnebjerg Abrahamsen,"2019-04-18",Danish,2,59,179,367.00,,5,"0"
Mysteriet om de tavse børn,Bodil El Jørgensen,Karen Linnebjerg Abrahamsen,"2019-04-18",Danish,3,3,183,434.00,,5,"0"
Mesterdetektiven Blomkvist,Astrid Lindgren,Morten Thunbo,"2019-04-23",Danish,3,50,230,434.00,,5,"0"
Sjælevenner,Bodil El Jørgensen,Karen Linnebjerg Abrahamsen,"2019-04-18",Danish,2,51,171,367.00,,5,"0"
Kalle Blomkvist og Rasmus,Astrid Lindgren,Morten Thunbo,"2019-04-23",Danish,4,24,264,468.00,,5,"0"
Kalle Blomkvist lever farligt,Astrid Lindgren,Morten Thunbo,"2019-04-23",Danish,4,41,281,468.00,,5,"0"
The Extremely Weird Thing That Happened in Huggabie Falls,Adam Cece,Ryan Ireland,"2019-05-01",English,5,6,306,664.00,,5,"0"
Kat Wolfe Investigates,Lauren St John,Laura Kirman,"2019-04-04",English,7,21,441,323.00,,5,"0"
Le voleur de contes,Souffleurde Rêves,Souffleurde Rêves,"2019-04-04",French,2,1,121,566.00,,5,"0"
Kat Wolfe Takes the Case,Lauren St John,Laura Kirman,"2019-04-04",English,6,43,403,323.00,,5,"0"
The Bad Spy's Guide,Pete Johnson,India Fisher,"2007-11-27",English,3,10,190,349.00,,5,"0"
The Boy Who Flew,Fleur Hitchcock,Joe Jameson,"2019-03-21",English,5,21,321,379.00,,5,"0"
Geheimnisvolle Spuren im Wald,Fabian Lenk,Tim Schwarzmaier,"2019-03-13",German,1,13,73,233.00,,5,"0"
The Demon Headmaster: Mortal Danger,Gillian Cross,Steven Crossley,"2019-03-07",English,4,49,289,569.00,,5,"0"
The Midnight Hour,"Benjamin Read, Laura Trinder",Victoria Fox,"2019-03-07",English,5,56,356,569.00,,5,"0"
Die geheimnisvolle Trommel,Guido Käpernick,Jesko Doering,"2019-02-20",German,1,34,94,267.00,,5,"0"
Rosa Räuberprinzessin und das Törtchen-Geheimnis,Annette Roeder,Cathlen Gawlich,"2019-03-11",German,1,18,78,200.00,,5,"0"
Teacher Trouble,Paul Hutchens,Aimee Lilly,"2019-02-19",English,2,31,151,234.00,,5,"0"
Screams in the Night,Paul Hutchens,Aimee Lilly,"2019-02-19",English,1,59,119,234.00,,5,"0"
Wenn Goldfinger rauskommt,Ralf Kramp,Ralf Kramp,"2019-02-19",German,3,25,205,99.00,,5,"0"
Der doppelte Professor,Ralf Kramp,Ralf Kramp,"2019-02-25",German,3,1,181,233.00,,5,"0"
Drei geheimnisvolle Schlüssel,Ralf Kramp,Ralf Kramp,"2019-02-19",German,2,47,167,233.00,,5,"0"
The Doctor's Office,Blake A. Hoena,anonymous,"2022-03-16",English,0,1,1,82.00,,5,"0"
Ronan Boyle and the Bridge of Riddles,Thomas Lennon,Thomas Lennon,"2019-03-05",English,4,46,286,586.00,,5,"0"
Spin,Lamar Giles,"Bahni Turpin, Shawana Carter, Sisi Aisha Johnson","2019-01-30",English,10,50,650,656.00,,5,"0"
Die geheimnisvolle Trommel,Guido Käpernick,Jesko Doering,"2019-01-30",German,1,34,94,267.00,,5,"0"
What Manor of Murder,Christopher William Hill,Julian Wadham,"2019-02-07",English,4,35,275,569.00,,5,"0"
Gefahr für den Inselwald!,Pertti Kivinen,Sebastian Rudolph,"2019-02-28",German,2,46,166,334.00,,5,"0"
Mais qui est Carmen Sandiego ?,Rebecca Tinker,oémie Orphelin,"2019-01-23",French,4,2,242,263.00,,5,"0"
¿Quien Es Carmen Sandiego? [Who Is Carmen Sandiego?],Rebecca Tinker,Ivett Toriz,"2019-01-22",Spanish,4,26,266,333.00,,5,"0"
Ziegen bringen Glück,Anne Fleming,Andreas Steinhöfel,"2019-01-31",German,2,34,154,267.00,,5,"0"
Break the Code,Megan Atwood,Book Buddy Digital Media,"2018-12-28",English,1,31,91,469.00,,5,"0"
Raise the Stakes,Megan Atwood,Book Buddy Digital Media,"2018-12-28",English,1,20,80,469.00,,5,"0"
The Mystery Thief,Paul Hutchens,Aimee Lilly,"2019-01-22",English,2,35,155,234.00,,5,"0"
Turn the Tables,Megan Atwood,Book Buddy Digital Media,"2018-12-28",English,1,33,93,469.00,,5,"0"
Stay in the Game,Megan Atwood,Book Buddy Digital Media,"2018-12-28",English,1,22,82,469.00,,5,"0"
Clementine liebt Rot,Krystyna Boglar,Jürgen Thormann,"2019-01-23",German,3,52,232,401.00,,5,"0"
Beat the Odds,Megan Atwood,Book Buddy Digital Media,"2018-12-28",English,1,27,87,469.00,,5,"0"
The Boggart and the Monster,Susan Cooper,David Rintoul,"2013-04-30",English,4,47,287,754.00,,5,"0"
Gefährliche Rauchzeichen,Jörg Hagemann,Cathrin Bürger,"2019-01-18",German,1,37,97,233.00,,5,"0"
Palm Tree Manhunt,Paul Hutchens,Aimee Lilly,"2018-12-19",English,2,18,138,234.00,,5,"0"
The Mystery Cave,Paul Hutchens,Aimee Lilly,"2018-12-18",English,2,16,136,234.00,,5,"0"
Sammy Keyes and the Killer Cruise,delin Van Draanen,Tara Sands,"2018-12-05",English,8,20,500,1383.00,,5,"0"
The Young Unicorns,Madeleine L'Engle,Jorjeana Marie,"2019-02-19",English,8,44,524,1256.00,,5,"0"
Troubling a Star,Madeleine L'Engle,"Jorjeana Marie, Charlotte Jones Voiklis","2019-02-19",English,9,14,554,1256.00,,5,"0"
Kommissar Lulu und die verschwundene Geburtstagstorte,Sibylle Rieckhoff,Uta Krömer,"2018-11-30",German,1,2,62,166.00,,5,"0"
Jagten på julemandens latter,Kenneth Bøgh Andersen,Kenneth Bøgh Andersen,"2018-11-22",Danish,1,38,98,267.00,,5,"0"
Atticus Claw on the Misty Moor,Jennifer Gray,Joe Coen,"2018-11-21",English,4,6,246,626.00,,5,"0"
Singing in Seattle,"Tracey West, Katherine Noll",Alyson Schacherer,"2019-01-08",English,2,23,143,553.00,,5,"0"
Snatched,"Pete Hautman, Mary Logue",Amy Palant,"2018-11-20",English,4,16,256,754.00,,5,"0"
Malo und der Stranddieb,"Marco Schulz, Markus Kästle",Markus Kästle,"2018-11-09",German,1,50,110,267.00,,5,"0"
Wo ist Kim?,Martinvon Aesch,Christian Bo Salle,"2018-11-15",German,3,28,208,233.00,,5,"0"
"Die magischen Vier retten die Welt mit Muskelkraft, etwas Klebeband und einem Schlückchen Pfefferminztee",Rüdiger Bertram,Stefan Kaminski,"2012-07-03",German,2,30,150,233.00,,5,"0"
"Bible Stories, Volume 1",Mama Doni,"Mama Doni, Eric Lindberg","2015-09-10",English,1,8,68,469.00,,5,"0"
Das Geheimnis des alten Bahnhofs,Mathias Christiansen,Falk Werner,"2018-03-08",German,3,30,210,166.00,,5,"0"
"Die magischen Vier retten die Welt mit wummernder Musik, einer Badewanne und einem undurchdachten Plan",Rüdiger Bertram,Stefan Kaminski,"2012-03-01",German,2,25,145,233.00,,5,"0"
The Blockade Runners,Jules Verne,Ken Maxon,"2010-10-20",English,1,41,101,397.00,,5,"0"
Guesswork,Scott Lininger,Colby Elliott,"2014-06-04",English,6,13,373,633.00,,5,"0"
The Last Week in December,Ursula Dubosarsky,Rebecca Macauley,"2006-07-20",English,3,40,220,702.00,,5,"0"
The Black Dog Mystery,Ellery Queen Jr.,Traber Burns,"2015-07-01",English,5,59,359,585.00,,5,"0"
The Blue Herring Mystery,Ellery Queen Jr.,Traber Burns,"2015-09-22",English,4,35,275,702.00,,5,"0"
A Samurai Never Fears Death,"Tom Hoobler, Dorothy Hoobler",Hayden Lee,"2013-10-29",English,4,43,283,501.00,,5,"0"
The Angel of Death,Alane Ferguson,Veronica Taylor,"2009-12-29",English,6,15,375,668.00,,5,"0"
Edison's Gold,Geoff Watson,Brian Sutherland,"2013-03-24",English,6,2,362,668.00,,5,"0"
Dan and the Dead,Thomas Taylor,Simon Bubb,"2015-03-19",English,2,19,139,508.00,,5,"0"
Crawlers,Sam Enthoven,Joe Coen,"2011-05-20",English,5,46,346,748.00,,5,"0"
"Inferno: Secrets & Spies, Book 3",Jo Macauley,Zoe Tapley,"2013-10-22",English,4,21,261,303.00,,5,"0"
What's Great About Colorado?,Mary Meinking,Intuitive,"2017-06-22",English,0,16,16,164.00,,5,"0"
Rest in Peace,Richie Tankersley Cusick,Christine Williams,"2013-10-08",English,5,39,339,668.00,,5,"0"
The Action Bible,Doug Mauss-editor,"Lance Smith, Michael Beck, Paul Michael","2021-10-07",English,13,4,784,1171.00,,5,"0"
Akbar Beerbal Kathegalu Bhaaga 3,Sadhana,"garaj Vasishta, teja Annadanaiah","2021-05-18",English,1,32,92,62.00,,5,"0"
Bible for Children,Pegasus Books,Shernaz Patel,"2021-10-14",English,2,38,158,233.00,,5,"0"
The Bible for Me,"Mike Nawrocki, Amy Parker","Mike Nawrocki, Amy Parker","2022-03-30",English,2,2,122,585.00,,5,"0"
Planting Seeds,Thich Nhat Hanh,The Monksand Nunsat Plum Village,"2021-07-03",English,1,19,79,280.00,,5,"0"
Библия для детей. Евангельские рассказы,"Майя Кучерская, Юрий Пронин",Анастасия Лазарева,"2022-01-26",Russian,1,43,103,132.00,,5,"0"
Der Anfang,Bernhard J. van Wijk,Voiceof Hope,"2021-12-29",German,1,13,73,300.00,,5,"0"
Barnets Bibel - bøgernes bog for børn,Kim Fupz Aakeson,Kim Fupz Aakeson,"2021-11-26",Danish,3,5,185,233.00,,5,"0"
The Story of Jesus Christ Retold in Rhymes,Jyothirllata Girija,Kowcika Manohar,"2021-11-23",English,2,59,179,62.00,,5,"0"
Augustine: The Truth Seeker,K. C. Murdarasi,Joe Geoffrey,"2017-12-15",English,2,35,155,586.00,,5,"0"
The Complete Bible Story Book for Kids: 2 in 1: True Bible Stories for Children About the Old and the New Testament Every Christian Child Should Know,Karen Jones,Ivy Starlight,"2019-06-10",English,7,54,474,668.00,,5,"0"
Emblems of the Infinite King,J. Ryan Lister,J. Ryan Lister,"2021-10-11",English,2,47,167,586.00,,5,"0"
La Bible. Nouveau Testament de la Comtesse de Ségur,Comtessede Ségur,Chloé Berthier,"2022-03-04",French,1,1,61,376.00,,5,"0"
Jataka Tales,Noor Inayat Khan,Ellen Burstyn,"2016-12-06",English,1,24,84,304.00,,5,"0"
Growing in God's Love,"Elizabeth F. Caldwell-editor, Carol A. Wehrheim-editor",n McNamara,"2018-11-20",English,8,6,486,914.00,,5,"0"
The Nursery Book of Bible Stories,Amy Steedman,Jim Hodges,"2017-06-20",English,5,3,303,468.00,,5,"0"
La Biblia para Niños [The Bible for Children],Anónimo,Staff Audiolibros Colección,"2018-06-25",Spanish,2,14,134,351.00,,5,"0"
The Prayer of Jabez for Teens,Bruce Wilkinson,David Salsa,"2015-05-12",English,1,40,100,351.00,,5,"0"
"Fasting, Student Edition",Jentezen Franklin,Kirby Heyborne,"2012-08-14",English,4,35,275,516.00,,5,"0"
Do Hard Things,"Brett Harris, Alex Harris","Alex Harris, Brett Harris","2008-08-29",English,3,48,228,502.00,,5,"0"
Jungle Doctor's Crooked Dealings,Paul White,Paul Michael,"2012-07-13",English,2,5,125,351.00,,5,"0"
Laugh and Grow Bible for Kids,Phil Vischer,"Phil Vischer, Angie Bullaro","2020-03-31",English,5,11,311,500.00,,5,"0"
The Old Testament (Unabridged Selections),Naxos Audio Books,"Philip Madoc, Anton Lesser","2000-07-06",English,7,45,465,985.00,,5,"0"
Fall Apples,Martha E. H. Rustad,Intuitive,"2017-05-19",English,0,4,4,164.00,,5,"0"
Saint Antoine de Padoue raconté aux enfants,Marc Geoffroy,Marie-Martine Bisson,"2021-05-06",French,1,2,62,376.00,,5,"0"
Bibel-Klassiker für Kinder,Nina Reymann,Jürgen Fritsche,"2021-04-13",German,7,12,432,602.00,,5,"0"
So the Next Generation Will Know,"Sean McDowell, J. Warner Wallace","Sean McDowell, J. Warner Wallace","2019-11-22",English,4,19,259,468.00,,5,"0"
Евангелие от Марка в пересказе для детей,Евангелист Марк,Александр Бодуков,"2021-02-05",Russian,1,41,101,99.00,,5,"0"
La Biblia,Rosa Navarro Durán,Olga María García Panadero,"2021-02-17",Spanish,3,46,226,192.00,,5,"0"
Soaring Through the Bible,Skip Heitzig,Al Kessel,"2019-08-06",English,6,25,385,586.00,,5,"0"
La Biblia [The Bible],Rosa Navarro Duran,Paula Andrea,"2017-08-17",Spanish,3,35,215,537.00,,5,"0"
My Listening Bible,christianaudio,Sarah Zimmerman,"2017-06-06",English,2,13,133,703.00,,5,"0"
Священная история в пересказе для детей,uncredited,Александр Бордуков,"2020-07-06",Russian,3,12,192,99.00,,5,"0"
Der Koran für Kinder und Erwachsene,"Lamya Kaddor, Rabeya Müller","Victoria Schätzle, Martin Valdeig","2019-09-28",German,3,2,182,334.00,,5,"0"
Elia bis Ester,div.,Barbara Sewien,"2019-05-27",German,1,17,77,166.00,,5,"0"
Bob Hartman's Rhyming Bible,Bob Hartman,Bob Hartman,"2019-03-21",English,1,36,96,683.00,,5,"0"
Mighty Acts of God,Starr Meade,Deborah Stromberg,"2010-02-28",English,8,48,528,609.00,,5,"0"
The Preschooler's Bible,V. Gilbert Beers,Mimi Black,"2012-01-01",English,2,4,124,335.00,,5,"0"
Hero Tales,"Theodore Roosevelt, Henry Cabot Lodge",Mimi Black,"2009-08-27",English,6,25,385,668.00,,5,"0"
Secrets of the Vine for Teens,Bruce Wilkinson,Matt Hill,"2015-05-08",English,1,36,96,351.00,,5,"0"
More Than Just Pretty,Jessie Faerber,Jessie Faerber,"2018-06-21",English,2,34,154,190.00,,5,"0"
Hinduism,Madhu Bazaz Wangu,Vaishali Sharma,"2011-08-18",English,3,41,221,520.00,,5,"0"
The Toddler's Bible,V. Gilbert Beers,Mimi Black,"2012-12-30",English,1,2,62,301.00,,5,"0"
Catholicism and Orthodox Christianity,"Khaled Anatolios, Stephen F. Brown",Tim Lundeen,"2011-02-15",English,3,42,222,603.00,,5,"0"
The Purity Code,Jim Burns,John Rhys-Davies,"2010-04-08",English,2,27,147,516.00,,5,"0"
The Action Bible New Testament,"David C. Cook, Doug Mauss-editor",Todd Busteed,"2012-04-04",English,2,47,167,469.00,,5,"0"
Words in the Dust,Trent Reedy,Ariana Delawari,"2012-02-01",English,8,27,507,820.00,,5,"0"
Jungle Doctor Spots a Leopard,Paul White,Paul Michael,"2012-07-13",English,3,18,198,351.00,,5,"0"
Jungle Doctor and the Whirlwind,Paul White,Paul Michael,"2012-07-13",English,3,31,211,351.00,,5,"0"
Jungle Doctor on the Hop,Paul White,Paul Michael,"2012-07-13",English,2,56,176,351.00,,5,"0"
Gladys Aylward: No Mountain Too High,Myrna Grant,Ann M. Richardson,"2017-11-07",English,2,49,169,586.00,,5,"0"
Amy Carmichael: Rescuer by Night,Kay Walsh,Ann M. Richardson,"2017-10-24",English,3,23,203,586.00,,5,"0"
Secret Keeper Girl: The Power of Modesty for Tweens,Dannah Gresh,Jorjeana Marie,"2017-09-05",English,1,54,114,586.00,,5,"0"
Tullio un anno dopo,Massimo Camisasca,Fabrizio Valenzano,"2019-03-19",Italian,2,4,124,497.00,,5,"0"
Paradies und Löwengrube,Monika Osberghaus,Martin Falk,"2017-11-10",German,1,6,66,200.00,,5,"0"
Der Islam - was ist das?,Maren Wernecke,"Hemma Michel, Hans Jürgen Stockerl","2017-03-20",German,1,24,84,233.00,,5,"0"
Der Islam: Für Kinder und Erwachsene,"Lamya Kaddor, Rabeya Müller",Lamya Kaddor,"2012-11-03",German,2,21,141,300.00,,5,"0"
Die Bibel für Kinder und alle im Haus,Rainer Oberthür,Hildegard Meier,"2012-01-20",German,5,13,313,502.00,,5,"0"
A Year of Bible Stories,Jo Anne Simmons,n McNamara,"2020-10-01",English,2,44,164,469.00,,5,"0"
Kay’s Anatomy,Adam Kay,"Adam Kay, Sandi Toksvig, Rose Matafeo","2020-10-15",English,5,36,336,615.00,,5,"0"
Kay's Marvellous Medicine,Adam Kay,"Adam Kay, Jan Ravens, Dan Tetsell","2021-09-30",English,5,28,328,615.00,,5,"0"
Arambì,Autori Vari,"Alessio Talamo, Irene Giuliano","2021-06-30",Italian,2,28,148,190.00,,5,"0"
Climate,Dana Desonie Ph. D.,Diana Dorman,"2010-12-14",English,6,3,363,737.00,,5,"0"
Twisty Tails: Chameleon,Kelly Calhoun,Timothy Cap,"2019-11-13",English,0,1,1,63.00,,5,"0"
"Hörst du, wie die Bäume sprechen? Eine kleine Entdeckungsreise durch den Wald",Peter Wohlleben,Hans Löw,"2017-09-25",German,2,20,140,367.00,,5,"0"
Under the Stars,Lisa Harvey-Smith,Angourie Rice,"2020-09-01",English,2,47,167,379.00,,5,"0"
It Can't Be True! Poo!,DK,David Thorpe,"2020-04-02",English,1,14,74,410.00,,5,"0"
Mig og min krop,Charlotte Koldbye,Kristine Brendstrup,"2021-04-20",Danish,2,9,129,434.00,,5,"0"
"Günter, der innere Schweinehund, rettet die Welt",Stefan Frädrich,Stefan Frädrich,"2021-04-14",German,2,43,163,434.00,,5,"0"
Kommst du mit nach draußen?,Peter Wohlleben,Stephan Benson,"2021-03-06",German,2,53,173,367.00,,5,"0"
RHS: The Magic and Mystery of Trees,DK,Rosie Jones,"2020-08-13",English,1,1,61,410.00,,5,"0"
Deep Sea Dive,Ladybird,"Sophie Aldred, Kristin Atherton","2019-07-11",English,1,11,71,410.00,,5,"0"
"13½ Incredible Things You Need to Know About Everything",DK,Alex Wingfield,"2020-04-09",English,7,48,468,615.00,,5,"0"
The Story Book of Science,Jean-Henri Fabre,Tom Sullivan,"2020-06-15",English,9,15,555,820.00,,5,"0"
Where Is the Bermuda Triangle?,"Megan Stine, Who HQ",Lisa Larsen,"2018-05-22",English,1,2,62,351.00,,5,"0"
Great Inventors and Their Inventions,David Angus,Benjamin Soames,"2006-01-01",English,2,33,153,467.00,,5,"0"
Энциклопедия юного изобретателя,Константин Рыжов,Александр Бордуков,"2021-01-28",Russian,2,34,154,166.00,,5,"0"
Чудеса техники,Константин Рыжов,Александр Бордуков,"2021-01-28",Russian,6,22,382,166.00,,5,"0"
Errori galattici,Luca Perri,Luca Perri,"2020-11-27",Italian,3,6,186,190.00,,5,"0"
Spritzende Arterien und überflutende Ozeane,Jesse Goossens,Jonas Minthe,"2020-10-23",German,2,10,130,367.00,,5,"0"
Marty McGuire Digs Worms!,Kate Messner,Cassandra Morris,"2012-04-01",English,2,12,132,469.00,,5,"0"
Das Universum - Was unsere Welt zusammenhält,"Lucy Hawking, Stephen Hawking",Rufus Beck,"2020-11-02",German,7,40,460,468.00,,5,"0"
Britannica 5-Minute Really True Stories for Bedtime,"Jackie McCann, Jen Arena, Rachel Valentine",Joanna Lumley,"2020-10-13",English,2,9,129,351.00,,5,"0"
All About Science & Ask Science Collection,"Valerie Houston, Highlightsfor Children",fullcast,"2020-12-01",English,7,14,434,773.00,,5,"0"
Einmal täglich Dschungelburger,David Elliott,Ulrike Kapfer,"2022-01-28",German,1,43,103,267.00,,5,"0"
All About Outer Space Collection,"Valerie Houston, Highlightsfor Children",fullcast,"2020-12-01",English,3,33,213,585.00,,5,"0"
Oh Yuck! The Encyclopedia of Everything Nasty,Joy Masoff,Johnny Heller,"2012-04-25",English,2,15,135,351.00,,5,"0"
Blue Planet II,"Leisa Stewart-Sharpe, Emily Dove",Roy McMillan,"2020-11-05",English,1,3,63,615.00,,5,"0"
Be Plastic Clever,"Amy Meek, Ella Meek","Dugald Bruce-Lockhart, Amy Meek, Ella Meek","2020-09-10",English,2,32,152,410.00,,5,"0"
When Plants Attack,Rebecca E. Hirsch,Book Buddy Digital Media,"2020-08-29",English,1,1,61,469.00,,5,"0"
"""Selber könnt ihr aussterben, wenn ihr so doof seid!"" schrie Sophie Bee",Indra Tissier,Indra Tissier,"2020-07-03",German,3,49,229,468.00,,5,"0"
Apprendre avec la Nature,Souffleurde Rêves,Souffleurde Rêves,"2020-04-20",French,1,10,70,263.00,,5,"0"
Sagenhafte Erfindungen,Ralph Erdenberger,Peter Kaempfe,"2020-03-27",German,2,19,139,401.00,,5,"0"
Journey into the Deep,Rebecca L. Johnson,Intuitive,"2020-01-27",English,1,8,68,469.00,,5,"0"
Wild Animal Neighbors,Ann Downer,Intuitive,"2020-01-17",English,1,16,76,469.00,,5,"0"
Bienvenue dans le futur !,"Carole Cheysson, Jean-Marc Brisset, Moustic Audio Agency","Mélodie Orru, Anne-Caroline Paucot, Carole Cheysson","2019-11-15",French,1,22,82,112.00,,5,"0"
Warum gibt es uns?,Johan Olsen,Jonas Minte,"2019-08-21",German,2,43,163,367.00,,5,"0"
Les Vacances des petits curieux. La série complète,Marie Faure Ambroisede My Travel Dreams,Lara Suyeux,"2019-06-26",French,3,18,198,566.00,,5,"0"
"Erklärs mir, als wäre ich 5",Petra Cnyrim,Sabrina Gander,"2019-06-06",German,6,14,374,535.00,,5,"0"
Il libro dei perché,Gianni Rodari,Max Paiella,"2019-06-13",Italian,2,6,126,382.00,,5,"0"
"Sonne, Mond und Sterne / Bei den Astronauten",Jessica Sabasch,Willi Weitzel,"2019-05-20",German,1,8,68,200.00,,5,"0"
Des histoires pour s'initier à l'écologie,Souffleurde Rêves,Souffleurde Rêves,"2019-04-15",French,1,1,61,263.00,,5,"0"
Maé et la pierre d'Anaya,Souffleurde Rêves,Souffleurde Rêves,"2019-04-15",French,2,3,123,566.00,,5,"0"
Sea Otter Heroes,Patricia Newman,Book Buddy Digital Media,"2019-02-27",English,1,3,63,469.00,,5,"0"
Wie Tiere denken und fühlen,Karsten Brensing,Guido Hammesfahr,"2019-03-08",German,2,10,130,300.00,,5,"0"
El salvatge [The Savage] (Audiolibro en catalán),Antoni García Llorca,Miguel González,"2019-01-02",Catalan,3,54,234,537.00,,5,"0"
Ask a Question About Meteorites,H. H. Nininger,"Dale Rich, Alex Panzer","2010-01-01",English,1,49,109,402.00,,5,"0"
Die überaus fantastische Reise zum Urknall,Jürgen Teichmann,"Thomas Krause, Jule Vollmer","2018-10-17",German,2,21,141,300.00,,5,"0"
Landet Fantasi,Anne Lorenzen,Mogens Brix-Pedersen,"2021-11-23",Danish,4,8,248,233.00,,5,"0"
Unsere Berge,Sandra Doedter,"Thyra Bonnichsen, Jakob Roden, Edda Fischer","2018-10-17",German,1,13,73,267.00,,5,"0"
The Clock,"James Lincoln Collier, Christopher Collier",Rachel Dulude,"2013-03-29",English,3,40,220,609.00,,5,"0"
Start Now!,Chelsea Clinton,Chelsea Clinton,"2018-10-02",English,2,18,138,1005.00,,5,"0"
What Makes Popcorn Pop?,Jack Myers,John McDonough,"2013-11-05",English,1,49,109,305.00,,5,"0"
"Evolution ist, wenn das Leben endlos spielt","Gudrun Mebs, Harald Lesch","Sabine Bohlmann, Harald Lesch","2015-03-23",German,1,13,73,200.00,,5,"0"
Sommerschnee und Wurstmaschine,Sebastian Cichocki,"Ulrich Noethen, Nina Petri, Peter Kaempfe","2014-01-20",German,1,21,81,367.00,,5,"0"
Das große Mauswissen,Bernd Flessner,Armin Maiwald,"2016-11-28",German,3,32,212,401.00,,5,"0"
Gift of the Gab,Morris Gleitzman,Morris Gleitzman,"2006-08-08",English,2,58,178,467.00,,5,"0"
A Black Hole Is Not a Hole,Carolyn Cinami De Cristofano,"Maxwell Glick, Tara Sands, Everette Plen","2013-05-14",English,1,16,76,402.00,,5,"0"
Wissen für Kinder - Alltag und Technik,Bernd Flessner,Armin Maiwald,"2018-03-05",German,1,11,71,200.00,,5,"0"
"Geschichten von Himmelsforschern, Halbdrachen und Flugmaschinen","Michael Ende, Charlotte Lyne",Robert Missler,"2016-06-28",German,2,36,156,233.00,,5,"0"
The Spiral Path,Matt Griffin,Luke Griffin,"2021-12-08",English,4,29,269,664.00,,5,"0"
"States and Capitals, and Multiplication Rap","Kim Mitzo Thompson, Karen Mitzo Hilderbrand, Twin Sisters",Twin Sisters,"2012-01-01",English,1,25,85,140.00,,5,"0"
Zane and the Hurricane,Rodman Philbrick,Jerry Dixon,"2014-03-01",English,4,11,251,492.00,,5,"0"
"101 Amazing Facts about Natural Disasters","Jack Goldstein, Frankie Taylor",Andrew Baldwin,"2017-10-02",English,1,21,81,284.00,,5,"0"
Isadora Moon Collection 6,Harriet Muncaster,Katy Sobey,"2021-10-07",English,1,59,119,531.00,,5,"0"
Das zaubernde Klassenzimmer,Tina Zang,Boris Aljinovic,"2022-01-28",German,2,7,127,233.00,,5,"0"
La mamá invisible,Andreu Martín,Cristina Fargas,"2021-08-25",Spanish,1,3,63,115.00,,5,"0"
टीना आणि तिची जादुची किटली [Tina and Her Magic Kettle],Msनीलाक्षीसेनगुप्ता,Msपद्मिनीहळदणकर,"2022-03-24",English,1,35,95,70.00,,5,"0"
Moondial,Helen Cresswell,Charlotte Strevens,"2021-11-17",English,5,4,304,653.00,,5,"0"
Kell and the Horse Apple Parade,Darcy Pattison,Josiah John Bildner,"2021-07-23",English,1,30,90,211.00,,5,"0"
Tina and Her Magic Kettle (Hindi Edition),Ms Nilakshi Sengupta,Ms Anuradha Jain,"2022-03-24",Hindi,1,40,100,70.00,,5,"0"
Inheritance,Christopher Paolini,Kerry Shale,"2011-12-26",English,9,31,571,820.00,,5,"0"
Bumblebee i fare!,"Transformers, Anne Lund Gillesberg",Sonny Lahey,"2022-01-07",Danish,1,25,85,233.00,,5,"0"
"Meseerdőn, meseréten",FésűsÉva,Pogány Judit,"2022-01-05",Hungarian,1,17,77,166.00,,5,"0"
A csudálatos Mary visszatér,P. L. Travers,Polyák Lilla,"2022-01-05",Hungarian,6,30,390,468.00,,5,"0"
Eine Reise durch die sieben Welten (Band 2),Johannes Kuenkel,Felix Borrmann,"2021-12-30",German,3,21,201,367.00,,5,"0"
De nieuweling,Taran Matharu,Ruben Brinkman,"2021-12-29",Dutch,12,6,726,502.00,,5,"0"
Eine Reise durch die sieben Welten (Band 1),Johannes Kuenkel,Felix Borrmann,"2021-12-30",German,3,24,204,367.00,,5,"0"
